WKT,nama,deskripsi
"POLYGON ((106.7983357 -6.2146288, 106.7981993 -6.2147481, 106.7983238 -6.2155789, 106.7984311 -6.2172855, 106.7984 -6.2190605, 106.7983357 -6.219871, 106.7983357 -6.2205963, 106.8031422 -6.2225375, 106.8047944 -6.2246919, 106.808807 -6.2220682, 106.808292 -6.2212789, 106.808292 -6.2170286, 106.808292 -6.2163887, 106.8082706 -6.2157701, 106.8062535 -6.2157274, 106.8062535 -6.2155994, 106.806157 -6.2155354, 106.8061248 -6.2145755, 106.806275 -6.2145222, 106.8063608 -6.2137969, 106.8062321 -6.2134129, 106.8061033 -6.2128156, 106.7983357 -6.2146288))",Gelora Bung Karno,
