WKT,nama,deskripsi
"POLYGON ((106.8161936 -6.3050701, 106.8161834 -6.3055876, 106.8165267 -6.3061848, 106.8169773 -6.3070379, 106.8167842 -6.3075924, 106.8165052 -6.3079763, 106.8160761 -6.3079763, 106.8159236 -6.3083028, 106.8158807 -6.3088147, 106.815709 -6.3094545, 106.8157734 -6.3099024, 106.8160523 -6.310137, 106.8160187 -6.3104799, 106.8164479 -6.3104799, 106.8167698 -6.3106292, 106.8176066 -6.3102026, 106.8177997 -6.3107572, 106.817671 -6.3112264, 106.8175851 -6.3121435, 106.8178087 -6.3147629, 106.8172079 -6.3151361, 106.8164461 -6.3150935, 106.8164676 -6.315616, 106.8163496 -6.3159679, 106.816768 -6.3162238, 106.8171113 -6.3162345, 106.8175512 -6.3162665, 106.8177658 -6.3161599, 106.8180125 -6.3161279, 106.8182593 -6.3163731, 106.8186884 -6.3164904, 106.8188386 -6.3165864, 106.8190747 -6.3167144, 106.8191712 -6.3168423, 106.8190532 -6.3171942, 106.8203192 -6.3173115, 106.8205338 -6.3174182, 106.8211668 -6.3174822, 106.8233344 -6.3173222, 106.8236777 -6.3173809, 106.8237421 -6.3174875, 106.8236777 -6.3177168, 106.824772 -6.3178128, 106.8248892 -6.3170038, 106.8250394 -6.3164973, 106.8251092 -6.3157962, 106.8253023 -6.3142606, 106.825431 -6.3133435, 106.82575 -6.3112765, 106.8259539 -6.3111805, 106.8263723 -6.3114044, 106.8265547 -6.3114044, 106.8269302 -6.3097622, 106.8269517 -6.309101, 106.827016 -6.3086532, 106.8268766 -6.3087065, 106.8246908 -6.3085039, 106.8246157 -6.3084399, 106.824605 -6.3083333, 106.824487 -6.3083333, 106.8246264 -6.3065631, 106.8245835 -6.3064138, 106.8234677 -6.3064138, 106.8230171 -6.3064031, 106.8226523 -6.3066271, 106.8224699 -6.3066804, 106.8207319 -6.3065418, 106.8205924 -6.3062538, 106.8205495 -6.3058593, 106.8184895 -6.3053474, 106.8161936 -6.3050701))",Kebun Binatang Ragunan,
