WKT,nama,deskripsi
"POLYGON ((106.8234884 -6.1715173, 106.8232882 -6.1717313, 106.8230388 -6.179722, 106.8231622 -6.1799886, 106.8233607 -6.1802233, 106.8238082 -6.1803849, 106.8309214 -6.1801182, 106.8310394 -6.1800542, 106.8310609 -6.1797236, 106.8309322 -6.1793929, 106.8304279 -6.1788916, 106.8304386 -6.1786463, 106.8305888 -6.1785076, 106.8298868 -6.1777645, 106.8299155 -6.1758294, 106.8299879 -6.1758294, 106.8299986 -6.1752827, 106.830033 -6.1752667, 106.8300116 -6.1748613, 106.8299794 -6.174616, 106.8299901 -6.1744347, 106.8299686 -6.1742, 106.8298721 -6.1737947, 106.8298077 -6.1734373, 106.8295395 -6.1733733, 106.8291854 -6.17316, 106.8290674 -6.1729253, 106.8290889 -6.1725947, 106.8292069 -6.172104, 106.8292498 -6.1718693, 106.829164 -6.1717093, 106.8289709 -6.1715493, 106.8234884 -6.1715173))",Taman Monas,
