WKT,nama,deskripsi
"POLYGON ((106.8509201 -6.2327984, 106.8509229 -6.2328551, 106.8508424 -6.2329911, 106.8507459 -6.2332071, 106.8507083 -6.2333431, 106.8506757 -6.2336341, 106.8507562 -6.2342474, 106.8509091 -6.2344927, 106.8513726 -6.2347898, 106.8519359 -6.2351097, 106.8523167 -6.235387, 106.8525474 -6.2356324, 106.8526493 -6.235899, 106.8527189 -6.23637, 106.852633 -6.23669, 106.8523434 -6.2375326, 106.8520095 -6.2388134, 106.8517198 -6.2398319, 106.8520623 -6.2405751, 106.8525076 -6.2416043, 106.852706 -6.2421109, 106.8539415 -6.2420287, 106.8536465 -6.2417461, 106.8534158 -6.2414581, 106.8532495 -6.2412022, 106.8530725 -6.2408075, 106.8529974 -6.2405089, 106.8529652 -6.2401623, 106.8529438 -6.2397943, 106.8529438 -6.2394424, 106.8530349 -6.2391651, 106.8532083 -6.2385362, 106.8534551 -6.2377363, 106.8535463 -6.237219, 106.8535785 -6.2365178, 106.8534926 -6.2356379, 106.8532804 -6.2347289, 106.8529586 -6.2348249, 106.8528298 -6.2348462, 106.8526367 -6.233705, 106.8525723 -6.2335343, 106.8517784 -6.233513, 106.8516604 -6.2335663, 106.8513171 -6.2335557, 106.8512741 -6.2332677, 106.8512849 -6.2330117, 106.8509201 -6.2327984))",Tebet Eco Park,
