WKT,nama,deskripsi
"POLYGON ((106.7301246 -6.1150164, 106.729438 -6.1341327, 106.7260048 -6.1532484, 106.7321846 -6.1921602, 106.7376777 -6.2064955, 106.7472908 -6.2187825, 106.7582771 -6.2392602, 106.762397 -6.2529116, 106.7654869 -6.2575189, 106.7677185 -6.264515, 106.7680618 -6.2744119, 106.7682335 -6.2769713, 106.7785332 -6.2889155, 106.7838547 -6.292328, 106.7893478 -6.2926693, 106.8187019 -6.2926693, 106.8329498 -6.2989824, 106.837413 -6.3029068, 106.8468544 -6.3042718, 106.8533775 -6.304613, 106.8583557 -6.3063193, 106.8636772 -6.3058074, 106.8696385 -6.3088312, 106.8774945 -6.3074344, 106.8840177 -6.3058135, 106.8902833 -6.3059841, 106.8971498 -6.3080315, 106.9011838 -6.3107615, 106.9061797 -6.311852, 106.9195693 -6.3117667, 106.9302123 -6.3098899, 106.945576 -6.303065, 106.9527669 -6.2991883, 106.9564576 -6.2949226, 106.9589467 -6.2893772, 106.9595475 -6.2783716, 106.9580025 -6.2619907, 106.9580025 -6.256189, 106.9580025 -6.2532881, 106.955256 -6.2465478, 106.9513936 -6.2367358, 106.9509644 -6.2330669, 106.9523377 -6.2267529, 106.9528127 -6.2204801, 106.953156 -6.2151899, 106.9468045 -6.2040974, 106.9435429 -6.1964178, 106.9433713 -6.1885674, 106.9428563 -6.1689411, 106.940968 -6.1593836, 106.9401097 -6.1501673, 106.9394231 -6.1416336, 106.9274068 -6.124395, 106.9251752 -6.1175677, 106.9219136 -6.1073266, 106.919167 -6.1068145, 106.9164204 -6.1080093, 106.9081807 -6.1088628, 106.8930745 -6.1074973, 106.8870806 -6.1074778, 106.887424 -6.0968951, 106.8851924 -6.0948468, 106.8764376 -6.0948468, 106.8740344 -6.1047468, 106.8628764 -6.1125984, 106.8625331 -6.1146466, 106.8613314 -6.1148173, 106.8606448 -6.1093553, 106.8573832 -6.1110622, 106.8566966 -6.1093553, 106.854465 -6.1112329, 106.8570399 -6.1160121, 106.8434787 -6.1207912, 106.8355822 -6.1206205, 106.8335223 -6.1214739, 106.8285441 -6.1194257, 106.8276858 -6.1156707, 106.8154978 -6.1143052, 106.8067431 -6.1139639, 106.8041682 -6.0933106, 106.798675 -6.0890433, 106.790092 -6.091945, 106.790092 -6.1071364, 106.7835688 -6.1081605, 106.7650294 -6.0999675, 106.7633128 -6.1026985, 106.7591929 -6.1033813, 106.7533564 -6.1023572, 106.7499232 -6.0996261, 106.7434475 -6.1014605, 106.7407009 -6.1023139, 106.738641 -6.1096535, 106.7334912 -6.1168223, 106.7307446 -6.1134086, 106.7301246 -6.1150164))",DKI Jakarta,Provinsi DKI Jakarta adalah kota yang mempunyai luas daratan 661,52 km2 dan lautan seluas 6.977,5 km2 serta tercatat ±110 pulau yang tersebar di Kepulauan Seribu. 
